# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 22.205834
flt:plate_Tlow_C 23.145929
flt:plate_Q_kW -0.005747
flt:plate_Tpeak_C 41.224563
flt:cool_Thigh_C 21.490044
flt:cool_Tlow_C 21.432399
flt:air_psig 0.000000
flt:water_gph 0.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 18.027687
flt:fuel_scfh 9.070219
flt:flow_scfh 27.097906
flt:ratio_fto 0.503127

## End Configuration ##
#: Tue Jul 12 14:32:19 2016
8.376848	0.695858
-9.478223	-3.994040
-9.476959	-3.972246
-9.463378	-3.966245
-9.406208	-3.950452
-9.231225	-3.892651
-9.028131	-3.836113
-8.826299	-3.770731
-8.630785	-3.715141
-8.432113	-3.640915
-8.233756	-3.585640
-8.026871	-3.533840
-7.829462	-3.462457
-7.627947	-3.397391
-7.420115	-3.327903
-7.235971	-3.271681
-7.024664	-3.204088
-6.831993	-3.148182
-6.627004	-3.088485
-6.425488	-3.008574
-6.226500	-2.948246
-6.026564	-2.887918
-5.829471	-2.828853
-5.628903	-2.772315
-5.427388	-2.715145
-5.226189	-2.644709
-5.024358	-2.568904
-4.826001	-2.513630
-4.630171	-2.443826
-4.430235	-2.378760
-4.228088	-2.320959
-4.029732	-2.250839
-3.826953	-2.181983
-3.623227	-2.109968
-3.434030	-2.050271
-3.225566	-1.979836
-3.027525	-1.910663
-2.828537	-1.842123
-2.627022	-1.769792
-2.422980	-1.694303
-2.227466	-1.631448
-2.029109	-1.557538
-1.823803	-1.476995
-1.626710	-1.398031
-1.428669	-1.326648
-1.223680	-1.216099
-1.023744	-1.091653
-0.826966	-0.934989
-0.627662	-0.771376
-0.427410	-0.614712
-0.225579	-0.454890
-0.022801	-0.323810
0.179053	-0.174727
0.370802	-0.048069
0.570763	0.064067
0.776095	0.187267
0.976057	0.264661
1.174439	0.367011
1.377244	0.391651
1.574046	0.416291
1.772429	0.436508
1.974285	0.460516
2.178354	0.474731
2.371050	0.464307
2.577329	0.474415
2.782029	0.489578
2.973462	0.512007
3.170896	0.529381
3.377808	0.531908
3.576190	0.541385
3.775520	0.527170
3.980852	0.530329
4.169125	0.560023
4.371298	0.573290
4.569996	0.585610
4.773748	0.585610
4.978133	0.571395
5.179042	0.557180
5.376161	0.610250
5.577386	0.636470
5.777663	0.644367
5.973834	0.648158
6.177902	0.646894
6.379759	0.626361
6.579721	0.639628
6.774628	0.671218
6.979329	0.693015
7.174551	0.687013
7.378304	0.677536
7.574791	0.668375
7.779807	0.683222
7.975977	0.693647
8.172149	0.712284
8.382535	0.729027
8.579021	0.710389
8.778983	0.717023
8.975470	0.734081
9.172588	0.709757
9.375710	0.727447
9.576934	0.743874
9.775949	0.735029
9.976226	0.749244
9.775632	0.759984
9.577250	0.736608
9.374129	0.727763
9.177643	0.736292
8.978945	0.721445
8.773613	0.729659
8.580601	0.738504
8.374321	0.715443
8.173412	0.694594
7.976925	0.664584
7.775068	0.665848
7.575738	0.692699
7.375461	0.699649
7.177079	0.693015
6.973326	0.676588
6.773681	0.648789
6.580669	0.616884
6.378812	0.640260
6.175691	0.652580
5.974150	0.641840
5.773872	0.648789
5.571700	0.606775
5.379635	0.596983
5.174935	0.596983
4.981607	0.608355
4.775644	0.609934
4.574419	0.598878
