# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 22.040888
flt:plate_Tlow_C 23.640936
flt:plate_Q_kW -0.009782
flt:plate_Tpeak_C 37.531004
flt:cool_Thigh_C 21.586355
flt:cool_Tlow_C 21.394965
flt:air_psig 0.000000
flt:water_gph 0.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 13.555031
flt:fuel_scfh 6.831938
flt:flow_scfh 20.386969
flt:ratio_fto 0.504015

## End Configuration ##
#: Tue Jul 12 14:34:18 2016
8.377481	0.631099
-9.353460	-4.123857
-9.367990	-4.099535
-9.356935	-4.097956
-9.322823	-4.092271
-9.229013	-4.057843
-9.028762	-3.984249
-8.831352	-3.927711
-8.625731	-3.862329
-8.430218	-3.823795
-8.229334	-3.756833
-8.030977	-3.682607
-7.824409	-3.609013
-7.626999	-3.540157
-7.415061	-3.474459
-7.235024	-3.433714
-7.027823	-3.371175
-6.827256	-3.287473
-6.633636	-3.216406
-6.428015	-3.145339
-6.222078	-3.085958
-6.029091	-3.033211
-5.828839	-2.969092
-5.628903	-2.891076
-5.430547	-2.804848
-5.230295	-2.735991
-5.025937	-2.690192
-4.826949	-2.622284
-4.630803	-2.554691
-4.425498	-2.480781
-4.229352	-2.401817
-4.021835	-2.309904
-3.822531	-2.274844
-3.621648	-2.210725
-3.429924	-2.134289
-3.235989	-2.068275
-3.029104	-1.975414
-2.821904	-1.891712
-2.626390	-1.840860
-2.426454	-1.766950
-2.229992	-1.683564
-2.028793	-1.595756
-1.830436	-1.476048
-1.627342	-1.353812
-1.426143	-1.263477
-1.229365	-1.138399
-1.021533	-0.964679
-0.829177	-0.795697
-0.628294	-0.595129
-0.424884	-0.450784
-0.226211	-0.333917
-0.022169	-0.212313
0.181265	-0.104923
0.371118	0.008154
0.574238	0.088391
0.778622	0.159784
0.971002	0.251393
1.179177	0.312993
1.379771	0.354375
1.571835	0.377435
1.774640	0.393862
1.972390	0.412816
2.173615	0.437771
2.375788	0.469677
2.582384	0.485788
2.777923	0.472836
2.974725	0.471888
3.176583	0.487683
3.378755	0.493053
3.570504	0.508848
3.779626	0.538858
3.978640	0.518009
4.175127	0.523695
4.376036	0.542649
4.571891	0.545492
4.776591	0.563182
4.981607	0.562234
5.183780	0.552126
5.372685	0.563814
5.573911	0.564130
5.775452	0.563182
5.978572	0.586874
6.178218	0.602037
6.381339	0.581820
6.581301	0.614041
6.776840	0.610882
6.973011	0.578661
7.178342	0.616252
7.380199	0.621938
7.577002	0.620675
7.781070	0.650053
7.978821	0.649421
8.173728	0.628888
8.379060	0.646262
8.579337	0.649105
8.778035	0.650053
8.980524	0.682906
9.173852	0.671534
9.383290	0.638049
9.581673	0.664584
9.775316	0.667111
9.976542	0.691119
9.776580	0.709441
9.578197	0.691435
9.376657	0.646578
9.171640	0.644051
8.987473	0.651001
8.779931	0.671534
8.579021	0.682906
8.374321	0.662689
8.177835	0.630783
7.976294	0.614673
7.784229	0.612146
7.580793	0.644999
7.374197	0.646894
7.179290	0.626045
6.973011	0.590033
6.774312	0.575818
6.581616	0.589401
6.379759	0.615305
6.179798	0.615936
5.977625	0.589717
5.774504	0.557180
5.573279	0.532224
5.374265	0.551810
5.178410	0.590665
4.977185	0.580872
4.776276	0.567288
4.567785	0.525590
