# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 22.291158
flt:plate_Tlow_C 23.091011
flt:plate_Q_kW -0.004890
flt:plate_Tpeak_C 42.094629
flt:cool_Thigh_C 21.427518
flt:cool_Tlow_C 21.228265
flt:air_psig 0.000000
flt:water_gph 0.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 13.965187
flt:fuel_scfh 7.007719
flt:flow_scfh 20.972906
flt:ratio_fto 0.501799

## End Configuration ##
#: Tue Jul 12 14:30:40 2016
8.378744	0.846856
-9.319032	-4.165549
-9.314294	-4.149441
-9.308925	-4.145966
-9.279235	-4.142176
-9.221117	-4.133964
-9.034131	-4.061317
-8.826299	-4.000041
-8.629206	-3.941293
-8.429585	-3.869909
-8.231544	-3.811792
-8.034767	-3.741356
-7.823777	-3.678817
-7.626052	-3.621016
-7.428958	-3.553107
-7.238182	-3.482040
-7.031613	-3.409077
-6.831993	-3.356961
-6.625741	-3.301055
-6.424857	-3.228724
-6.225553	-3.160816
-6.027196	-3.083747
-5.836420	-3.006679
-5.630167	-2.947614
-5.427072	-2.887918
-5.229979	-2.827905
-5.026569	-2.751153
-4.818105	-2.676295
-4.629224	-2.595752
-4.431183	-2.541425
-4.227773	-2.472569
-4.030679	-2.409398
-3.823795	-2.339594
-3.624490	-2.243574
-3.436557	-2.178192
-3.223039	-2.115021
-3.026893	-2.045218
-2.828853	-1.974150
-2.627337	-1.898345
-2.427086	-1.809906
-2.233151	-1.728415
-2.028477	-1.668087
-1.826330	-1.596072
-1.624499	-1.499737
-1.425195	-1.387924
-1.225891	-1.243579
-1.019638	-1.091653
-0.825387	-0.936884
-0.633979	-0.788116
-0.427095	-0.608079
-0.220210	-0.422357
-0.023432	-0.290645
0.176210	-0.135561
0.373645	-0.020274
0.577081	0.106397
0.773568	0.198955
0.977004	0.284878
1.174439	0.374277
1.371558	0.425767
1.574994	0.484524
1.769270	0.534119
1.974917	0.555916
2.169825	0.593192
2.375472	0.622254
2.575434	0.614673
2.776027	0.605512
2.968724	0.608671
3.172476	0.623518
3.379703	0.647210
3.574926	0.681958
3.775204	0.672166
3.972638	0.666164
4.173548	0.655423
4.375405	0.698069
4.575998	0.725236
4.774696	0.729975
4.979396	0.730290
5.176515	0.682590
5.374897	0.698069
5.571383	0.757141
5.777663	0.789363
5.975414	0.791574
6.179482	0.781781
6.374074	0.725868
6.581616	0.732818
6.776840	0.796944
6.973958	0.825691
7.176131	0.829481
7.378304	0.803894
7.577002	0.772620
7.777911	0.801683
7.974714	0.841170
8.179730	0.858544
8.372426	0.861703
8.581549	0.810212
8.782774	0.814003
8.973890	0.826954
9.173852	0.859176
9.380132	0.893924
9.570932	0.880972
9.780371	0.847803
9.981280	0.862966
9.779107	0.841801
9.573144	0.829481
9.374129	0.863914
9.174800	0.838327
8.977997	0.845276
8.780247	0.854753
8.577127	0.818741
8.373374	0.804526
8.172149	0.793469
7.979136	0.788099
7.779491	0.822848
7.573843	0.814634
7.378304	0.784624
7.177079	0.767250
6.978381	0.754614
6.773365	0.777991
6.576246	0.796628
6.375653	0.794417
6.179798	0.749876
5.978257	0.713232
5.772609	0.716391
5.574227	0.758089
5.372685	0.777043
5.177146	0.759353
4.976553	0.733133
4.776591	0.663321
4.572839	0.677536
