# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 22.806502
flt:plate_Tlow_C 23.499495
flt:plate_Q_kW -0.004237
flt:plate_Tpeak_C 43.751095
flt:cool_Thigh_C 21.704012
flt:cool_Tlow_C 21.464584
flt:air_psig 0.000000
flt:water_gph 0.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 12.500344
flt:fuel_scfh 7.617094
flt:flow_scfh 20.117438
flt:ratio_fto 0.609351

## End Configuration ##
#: Tue Jul 12 14:35:33 2016
8.374638	0.402075
-9.950741	-3.456772
-9.831348	-3.416974
-9.634255	-3.382230
-9.431477	-3.329166
-9.234383	-3.260310
-9.027183	-3.188927
-8.822824	-3.123229
-8.635523	-3.089117
-8.430849	-3.046161
-8.229965	-2.994992
-8.026239	-2.939718
-7.829462	-2.858227
-7.626999	-2.795688
-7.419799	-2.761891
-7.235655	-2.729043
-7.030350	-2.681033
-6.832625	-2.629548
-6.631742	-2.566693
-6.431174	-2.500048
-6.230606	-2.460882
-6.018984	-2.415715
-5.830102	-2.345595
-5.625113	-2.280529
-5.425177	-2.209146
-5.230611	-2.173139
-5.024990	-2.140290
-4.825685	-2.106177
-4.625117	-2.067327
-4.428972	-1.989311
-4.227457	-1.916981
-4.023415	-1.867391
-3.827585	-1.821908
-3.624174	-1.781163
-3.435609	-1.717676
-3.229040	-1.643450
-3.025946	-1.558486
-2.828221	-1.504475
-2.625442	-1.463729
-2.416662	-1.402453
-2.228729	-1.340546
-2.033215	-1.260951
-1.827910	-1.197148
-1.624499	-1.117553
-1.424563	-1.054382
-1.224943	-0.964363
-1.021217	-0.829809
-0.832336	-0.688306
-0.623556	-0.558490
-0.425515	-0.425199
-0.223053	-0.302016
-0.023748	-0.203470
0.175894	-0.106818
0.371749	-0.017115
0.573922	0.055222
0.777359	0.112715
0.975425	0.158204
1.173807	0.210327
1.381034	0.223595
1.568044	0.247287
1.774008	0.262134
1.970811	0.254868
2.173931	0.268452
2.379579	0.288037
2.579225	0.280456
2.779186	0.291828
2.972514	0.297514
3.174687	0.292460
3.373385	0.303832
3.579033	0.320258
3.777415	0.313309
3.981168	0.334158
4.174811	0.337949
4.369402	0.327208
4.573471	0.344267
4.774696	0.343951
4.979080	0.349005
5.179990	0.364484
5.372370	0.359745
5.577702	0.348689
5.779874	0.368590
5.977309	0.367011
6.178850	0.374908
6.377864	0.387228
6.582248	0.387228
6.774944	0.374592
6.975538	0.384069
7.176763	0.395126
7.379883	0.402075
7.577318	0.421977
7.779807	0.402075
7.976294	0.396389
8.174676	0.406182
8.375585	0.411868
8.576810	0.433981
8.780247	0.435560
8.976102	0.426399
9.175431	0.419765
9.379184	0.426399
9.572196	0.422608
9.778476	0.454514
9.980017	0.459568
9.770894	0.433665
9.577882	0.424188
9.378868	0.421345
9.176064	0.414395
8.981472	0.449775
8.776140	0.439667
8.581549	0.413132
8.375901	0.401444
8.173412	0.390703
7.973451	0.403023
7.779491	0.417554
7.581425	0.409973
7.375145	0.399864
7.178974	0.380279
6.974906	0.367327
6.776524	0.388176
6.580669	0.400496
6.378180	0.380594
6.179482	0.376172
5.980784	0.356586
5.777347	0.341739
5.578965	0.365116
5.377740	0.363852
5.177146	0.365747
4.977817	0.345530
4.779435	0.324365
4.570944	0.316784
