# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal sine
aofrequency 5.000000
aoamplitude 0.100000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:plate_Thigh_C 386.691343
flt:plate_Tlow_C 175.873787
flt:plate_Q_kW 1.288837
flt:plate_Tpeak_C 1357.197104
flt:cool_Thigh_C 69.752519
flt:cool_Tlow_C 22.431714
flt:air_psig 80.000000
flt:water_gph 4.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.100000
flt:oxygen_scfh 12.949562
flt:fuel_scfh 7.089750
flt:flow_scfh 20.039313
flt:ratio_fto 0.547490

## End Configuration ##
#: Thu Jul 21 20:15:15 2016
1.027548	-0.019958
1.035761	-0.002270
1.046185	-0.007008
1.050292	0.001520
1.045238	0.003100
1.044922	0.002152
1.038604	0.010365
1.049345	0.009102
1.050292	0.003100
1.056294	0.006890
1.057242	0.009102
1.042079	0.006575
1.051872	0.015736
1.062296	0.014472
1.048081	0.013840
1.055031	0.015420
1.051556	0.023633
1.049029	0.020158
1.051556	0.019526
1.053451	0.020790
1.054715	0.022053
1.058190	0.019526
1.054399	0.025528
1.050292	0.020790
1.052188	0.022053
1.055662	0.020474
1.054715	0.029951
1.063244	0.027740
1.072089	0.030583
1.060717	0.032162
1.065455	0.032162
1.060717	0.028371
1.061980	0.032794
1.067666	0.037216
1.058505	0.032162
1.065771	0.035005
1.062928	0.035321
1.055346	0.034689
1.057558	0.029003
1.065139	0.035005
1.063876	0.034057
1.066403	0.038480
1.054399	0.033742
1.057558	0.038796
1.062612	0.042587
1.071141	0.036901
1.075248	0.038480
1.067351	0.040059
1.065139	0.041955
1.060717	0.037848
1.063876	0.037532
1.078723	0.038480
1.073037	0.043534
1.060085	0.039112
1.064823	0.038480
1.058505	0.038480
1.068614	0.033742
1.072721	0.041323
1.074616	0.044798
1.066087	0.037216
1.055031	0.038480
1.061664	0.036585
1.071141	0.035637
1.069246	0.035321
1.076196	0.035321
1.060085	0.033426
1.049976	0.035321
1.058190	0.033742
1.053767	0.031214
1.068614	0.032478
1.067351	0.029635
1.049976	0.033742
1.051872	0.027740
1.049345	0.025212
1.069246	0.025844
1.068298	0.028687
1.055978	0.031530
1.060401	0.024581
1.054399	0.025212
1.051872	0.016367
1.073668	0.025844
1.059769	0.021106
1.063560	0.021422
1.053767	0.030267
1.047765	0.019526
1.056610	0.019526
1.060401	0.020474
1.059453	0.015736
1.055978	0.010365
1.045554	0.012577
1.051872	0.017631
1.050924	0.011313
1.058190	0.007522
1.067035	0.003100
1.048713	0.002784
1.046185	0.004363
1.053135	0.009418
1.049345	0.000573
1.057242	0.003732
1.051872	0.002468
1.043974	0.000573
1.041131	-0.000059
1.043658	0.001836
1.049660	-0.003218
1.045870	-0.005429
1.041131	-0.007008
1.050608	-0.005429
1.035445	-0.006692
1.052188	-0.008903
1.049976	-0.013009
1.043974	-0.015220
1.043658	-0.013641
1.043974	-0.019326
1.037656	-0.016484
1.043342	-0.013957
1.032602	-0.019010
1.037972	-0.018063
1.032918	-0.029434
1.032602	-0.020590
1.039236	-0.022169
1.026600	-0.022801
1.027232	-0.026907
1.038288	-0.024064
1.031023	-0.027854
1.034813	-0.027854
1.030075	-0.028170
1.035445	-0.031645
1.028495	-0.031013
1.031654	-0.034172
1.035445	-0.030697
1.032602	-0.032276
1.030075	-0.031645
1.027548	-0.033856
1.020914	-0.033540
1.035129	-0.030065
1.041763	-0.030065
