# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal sine
aofrequency 5.000000
aoamplitude 0.100000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:plate_Thigh_C 367.961034
flt:plate_Tlow_C 194.918884
flt:plate_Q_kW 1.057897
flt:plate_Tpeak_C 1176.978061
flt:cool_Thigh_C 78.440092
flt:cool_Tlow_C 22.427838
flt:air_psig 80.000000
flt:water_gph 2.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.500000
flt:oxygen_scfh 12.148781
flt:fuel_scfh 7.910063
flt:flow_scfh 20.058844
flt:ratio_fto 0.651099

## End Configuration ##
#: Thu Jul 21 20:23:39 2016
1.210451	-0.023432
1.272367	0.000573
1.276473	0.000257
1.284686	0.001520
1.297006	0.004363
1.290688	0.003100
1.299533	0.003100
1.305851	0.011313
1.294479	0.010365
1.300165	0.011629
1.289425	0.003100
1.296059	0.011313
1.304904	0.017315
1.297638	0.019526
1.299533	0.014472
1.306483	0.016999
1.305535	0.018894
1.326700	0.015104
1.317855	0.016999
1.335861	0.021738
1.342811	0.017947
1.336493	0.023949
1.351972	0.025528
1.358606	0.017947
1.348813	0.026160
1.352920	0.031846
1.346286	0.027108
1.342811	0.028055
1.344706	0.015420
1.346286	0.029635
1.352288	0.032794
1.350077	0.037532
1.342495	0.028687
1.358922	0.029003
1.353867	0.030898
1.375032	0.036585
1.381666	0.033426
1.378823	0.030267
1.381666	0.037216
1.384193	0.035321
1.386089	0.043534
1.389564	0.035953
1.376928	0.038796
1.379771	0.036585
1.366503	0.037216
1.363976	0.037848
1.377875	0.032794
1.370294	0.039112
1.366187	0.037532
1.371873	0.036585
1.367135	0.039112
1.382298	0.042587
1.379455	0.041639
1.387352	0.035321
1.397461	0.036585
1.387668	0.037532
1.384193	0.041955
1.388932	0.038480
1.382298	0.037848
1.391143	0.038480
1.371558	0.037848
1.360501	0.036269
1.360185	0.032162
1.361449	0.035953
1.362081	0.035953
1.369978	0.031530
1.352920	0.037848
1.357026	0.032162
1.354499	0.031214
1.361449	0.034057
1.375348	0.031530
1.366503	0.029003
1.363976	0.030267
1.363976	0.028371
1.353552	0.024896
1.363028	0.028687
1.358290	0.024265
1.350393	0.027740
1.337441	0.024896
1.325753	0.019526
1.325753	0.022369
1.329543	0.022685
1.331123	0.023317
1.333966	0.018263
1.315644	0.024265
1.319751	0.018263
1.327332	0.017947
1.325753	0.017947
1.336177	0.016683
1.325121	0.014472
1.311222	0.009734
1.305851	0.016051
1.301113	0.005311
1.299533	0.003732
1.299533	0.009418
1.283423	0.006890
1.280580	0.005311
1.270471	0.002152
1.269839	0.002468
1.277421	0.004363
1.270787	0.001520
1.274894	0.003100
1.271735	-0.005745
1.266049	-0.004797
1.269839	-0.003534
1.277421	-0.005113
1.272051	-0.008271
1.268260	-0.010798
1.252149	-0.006060
1.246463	-0.007956
1.241409	-0.011746
1.236670	-0.018695
1.236354	-0.015852
1.222455	-0.014904
1.219612	-0.018695
1.218980	-0.013957
1.217401	-0.027539
1.225930	-0.026591
1.222455	-0.020590
1.219928	-0.019958
1.224982	-0.028802
1.216137	-0.026907
1.222455	-0.026591
1.217085	-0.024064
1.204133	-0.028486
1.203185	-0.024696
1.196236	-0.029750
1.195920	-0.029118
1.192445	-0.032276
1.182020	-0.032276
1.188022	-0.031329
1.188022	-0.040173
1.183284	-0.041120
1.181705	-0.034172
1.181389	-0.033224
1.188338	-0.034803
