# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal sine
aofrequency 5.000000
aoamplitude 0.250000
aooffset 1.250000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:plate_Thigh_C 395.633876
flt:plate_Tlow_C 213.350351
flt:plate_Q_kW 1.114394
flt:plate_Tpeak_C 1245.589600
flt:cool_Thigh_C 79.314809
flt:cool_Tlow_C 22.480201
flt:air_psig 80.000000
flt:water_gph 0.900000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.200000
flt:oxygen_scfh 11.719094
flt:fuel_scfh 8.203031
flt:flow_scfh 19.922125
flt:ratio_fto 0.699971

## End Configuration ##
#: Thu Jul 21 18:08:17 2016
-6.807673	-1.404349
-6.283670	-1.378448
-6.230290	-1.345284
-6.205022	-1.323806
-6.159855	-1.331702
-6.114372	-1.324437
-6.078996	-1.352233
-6.040146	-1.345600
-6.006665	-1.346231
-5.955181	-1.290009
-5.929597	-1.297590
-5.891378	-1.341493
-5.848738	-1.350653
-5.813363	-1.379396
-5.777039	-1.337072
-5.748612	-1.299169
-5.701866	-1.303907
-5.673123	-1.291904
-5.634273	-1.340862
-5.600161	-1.283692
-5.576787	-1.253370
-5.542991	-1.250212
-5.506036	-1.210098
-5.479820	-1.244842
-5.448235	-1.262846
-5.420124	-1.271374
-5.381273	-1.241999
-5.371166	-1.252107
-5.338317	-1.257476
-5.302310	-1.243894
-5.290939	-1.248632
-5.258406	-1.212941
-5.241666	-1.182303
-5.215134	-1.165563
-5.197130	-1.192726
-5.180390	-1.254634
-5.158596	-1.257160
-5.148173	-1.264425
-5.121325	-1.231260
-5.114376	-1.199675
-5.104269	-1.233155
-5.079632	-1.247053
-5.072368	-1.254949
-5.062892	-1.218626
-5.061313	-1.223996
-5.039203	-1.204728
-5.036044	-1.183882
-5.043625	-1.207887
-5.020883	-1.167773
-5.033202	-1.167458
-5.017409	-1.167458
-5.025937	-1.176302
-5.022147	-1.220205
-5.023094	-1.218310
-5.032254	-1.239788
-5.032886	-1.196200
-5.042993	-1.184830
-5.045836	-1.202202
-5.046783	-1.200307
-5.068893	-1.220837
-5.069525	-1.176618
-5.083107	-1.185777
-5.089108	-1.188304
-5.116903	-1.193042
-5.126379	-1.255897
-5.143751	-1.250843
-5.165229	-1.260319
-5.172493	-1.234735
-5.205342	-1.242631
-5.214818	-1.250527
-5.244824	-1.274217
-5.257774	-1.260951
-5.277989	-1.212941
-5.313996	-1.229049
-5.327578	-1.224943
-5.369271	-1.239473
-5.380326	-1.279902
-5.416965	-1.248632
-5.452656	-1.254318
-5.485189	-1.237893
-5.514880	-1.251791
-5.539832	-1.303907
-5.573629	-1.299485
-5.616269	-1.305486
-5.629851	-1.270426
-5.687336	-1.309592
-5.697760	-1.324753
-5.738821	-1.338019
-5.791253	-1.350969
-5.812731	-1.311487
-5.854107	-1.314646
-5.881903	-1.309908
-5.931176	-1.341809
-5.958972	-1.372763
-6.001927	-1.348758
-6.046147	-1.344020
-6.074574	-1.331386
-6.122900	-1.320647
-6.153538	-1.352548
-6.201232	-1.359181
-6.230606	-1.339283
-6.276089	-1.332965
-6.315255	-1.371816
-6.346525	-1.369920
-6.397377	-1.405296
-6.432753	-1.424247
-6.471603	-1.368025
-6.504452	-1.356023
-6.542039	-1.340230
-6.592260	-1.388556
-6.614686	-1.409718
-6.667117	-1.416351
-6.702493	-1.428669
-6.725866	-1.402453
-6.777035	-1.435302
-6.803566	-1.453622
