# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal sine
aofrequency 5.000000
aoamplitude 0.250000
aooffset 1.250000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:plate_Thigh_C 340.814290
flt:plate_Tlow_C 174.445136
flt:plate_Q_kW 1.017101
flt:plate_Tpeak_C 1117.753226
flt:cool_Thigh_C 73.316927
flt:cool_Tlow_C 21.789192
flt:air_psig 70.000000
flt:water_gph 2.200000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.100000
flt:oxygen_scfh 12.871437
flt:fuel_scfh 7.089750
flt:flow_scfh 19.961188
flt:ratio_fto 0.550813

## End Configuration ##
#: Thu Jul 21 18:35:46 2016
0.218856	-0.543329
0.243812	-0.501952
0.241916	-0.491529
0.246655	-0.491213
0.248866	-0.487107
0.251709	-0.484580
0.247287	-0.481737
0.252657	-0.477315
0.261186	-0.474473
0.249814	-0.473841
0.253289	-0.460575
0.248234	-0.456153
0.261818	-0.464050
0.256448	-0.461839
0.261186	-0.457732
0.267820	-0.455521
0.257079	-0.449204
0.260238	-0.450152
0.270031	-0.445414
0.262134	-0.441624
0.272242	-0.441624
0.272874	-0.437202
0.275401	-0.435623
0.270031	-0.435939
0.270979	-0.434359
0.283931	-0.424884
0.273506	-0.429621
0.277297	-0.424252
0.277929	-0.422357
0.277297	-0.418251
0.275717	-0.417619
0.278876	-0.416356
0.282351	-0.412249
0.271926	-0.416356
0.280456	-0.414460
0.279192	-0.409091
0.274770	-0.405932
0.285194	-0.407196
0.282035	-0.405616
0.286774	-0.406880
0.288669	-0.396141
0.283615	-0.402458
0.292460	-0.400247
0.278244	-0.406564
0.289301	-0.400563
0.288669	-0.403090
0.289617	-0.395193
0.290248	-0.396773
0.282035	-0.399931
0.283931	-0.392982
0.284878	-0.397720
0.286142	-0.393614
0.291512	-0.397088
0.282667	-0.398984
0.288985	-0.401510
0.287721	-0.394877
0.286774	-0.399299
0.294355	-0.404037
0.288669	-0.402458
0.288669	-0.406564
0.281087	-0.397404
0.285194	-0.401826
0.280456	-0.403721
0.282351	-0.407512
0.282983	-0.405616
0.275401	-0.407196
0.276349	-0.407512
0.276349	-0.410670
0.274770	-0.409091
0.282351	-0.410038
0.270031	-0.412881
0.282035	-0.419514
0.276033	-0.417935
0.276981	-0.420146
0.285510	-0.418882
0.273506	-0.427410
0.271926	-0.429306
0.277297	-0.426779
0.271926	-0.431201
0.271295	-0.432464
0.267188	-0.435939
0.276665	-0.439097
0.260554	-0.447309
0.259291	-0.446046
0.271611	-0.447941
0.256764	-0.455521
0.264029	-0.450468
0.260238	-0.459312
0.262134	-0.463102
0.258659	-0.467208
0.257395	-0.469735
0.261818	-0.469419
0.257079	-0.469419
0.253920	-0.461523
0.250762	-0.469735
0.252657	-0.480790
0.250446	-0.479526
0.247287	-0.485212
0.252025	-0.485212
0.243496	-0.496267
0.242548	-0.494372
0.241601	-0.492792
0.233387	-0.497846
0.241285	-0.504163
0.237810	-0.501005
0.241285	-0.506690
0.234651	-0.510480
0.227385	-0.518377
0.238758	-0.519324
0.231808	-0.527220
0.232440	-0.522483
0.233387	-0.525641
0.226438	-0.533853
0.229912	-0.533853
0.223595	-0.537328
0.225490	-0.545540
0.225174	-0.542697
0.219804	-0.544592
0.227701	-0.548699
0.215065	-0.553752
0.220120	-0.553436
0.222647	-0.551541
0.219488	-0.556595
0.217908	-0.561333
0.211275	-0.559122
0.216961	-0.563544
0.209379	-0.571440
