# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 396.030018
flt:plate_Tlow_C 197.898021
flt:plate_Q_kW 1.211284
flt:plate_Tpeak_C 1315.207838
flt:cool_Thigh_C 78.939905
flt:cool_Tlow_C 22.060080
flt:air_psig 80.000000
flt:water_gph 2.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 14.668312
flt:fuel_scfh 10.300688
flt:flow_scfh 24.969000
flt:ratio_fto 0.702241

## End Configuration ##
#: Mon Jul 18 13:00:14 2016
8.379375	0.932147
-10.024335	-1.703779
-9.825031	-1.674088
-9.629518	-1.630816
-9.432424	-1.598283
-9.228066	-1.551221
-9.028131	-1.538587
-8.825036	-1.560381
-8.627311	-1.517424
-8.434323	-1.449832
-8.229965	-1.379080
-8.021502	-1.316857
-7.827567	-1.300748
-7.620998	-1.326648
-7.424852	-1.313383
-7.227128	-1.271374
-7.025612	-1.230944
-6.827887	-1.185145
-6.624161	-1.176933
-6.427700	-1.185461
-6.223026	-1.173459
-6.024037	-1.149770
-5.829471	-1.117869
-5.623218	-1.077123
-5.428336	-1.054698
-5.221135	-1.049328
-5.023410	-1.008267
-4.821579	-0.976050
-4.628908	-0.949834
-4.425181	-0.907825
-4.228088	-0.933094
-4.021204	-0.941306
-3.826953	-0.933094
-3.627333	-0.902140
-3.428344	-0.860131
-3.224934	-0.825703
-3.023419	-0.796013
-2.829484	-0.770428
-2.626390	-0.739791
-2.422032	-0.699361
-2.227782	-0.683568
-2.025319	-0.672198
-1.822224	-0.636822
-1.624183	-0.624188
-1.424247	-0.589128
-1.222416	-0.562280
-1.015216	-0.516797
-0.822860	-0.491213
-0.632716	-0.472262
-0.423304	-0.437518
-0.222421	-0.403405
-0.022169	-0.384138
0.178737	-0.332022
0.369538	-0.273273
0.575186	-0.188940
0.771989	-0.040804
0.981111	0.103870
1.180757	0.245391
1.380403	0.349321
1.567728	0.430190
1.777167	0.480417
1.976181	0.506321
2.182460	0.541701
2.373577	0.549598
2.579541	0.577397
2.777923	0.616568
2.973778	0.617200
3.175003	0.637101
3.374965	0.651317
3.577769	0.651948
3.782785	0.673429
3.975797	0.693962
4.172916	0.689224
4.374457	0.732818
4.575050	0.752087
4.775644	0.735661
4.977501	0.751139
5.176515	0.758721
5.367631	0.784308
5.574543	0.809896
5.775452	0.830745
5.978889	0.821900
6.176955	0.809264
6.380075	0.823795
6.580985	0.820005
6.778735	0.860439
6.974906	0.889817
7.181185	0.872127
7.381147	0.868652
7.579529	0.851910
7.779175	0.849699
7.975346	0.912562
8.178467	0.928988
8.380008	0.930252
8.577127	0.928357
8.779299	0.887922
8.977997	0.880025
9.176064	0.935938
9.376657	0.970687
9.576934	0.977636
9.776896	0.966896
9.979384	0.968791
9.778159	0.917300
9.581041	0.942572
9.376025	0.971634
9.173536	0.950785
8.983367	0.946994
8.774561	0.899926
8.580285	0.861071
8.379060	0.901506
8.179098	0.906560
7.975977	0.898031
7.781702	0.913825
7.577318	0.862335
7.380831	0.847803
7.172340	0.855385
6.974590	0.848435
6.780630	0.859176
6.581616	0.864862
6.381023	0.822532
6.182957	0.812107
5.981100	0.810528
5.778611	0.798208
5.578018	0.784940
5.378688	0.791574
5.184096	0.761248
4.972763	0.756194
4.782909	0.758089
4.579789	0.735977
