# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 560.038023
flt:plate_Tlow_C 413.622840
flt:plate_Q_kW 0.895112
flt:plate_Tpeak_C 1245.174446
flt:cool_Thigh_C 71.523224
flt:cool_Tlow_C 19.535128
flt:air_psig 80.000000
flt:water_gph 0.800000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.684000
flt:oxygen_scfh 12.949562
flt:fuel_scfh 7.113188
flt:flow_scfh 20.062750
flt:ratio_fto 0.549299

## End Configuration ##
#: Mon Jul 18 12:33:42 2016
8.375901	0.336053
-10.021493	-2.164295
-9.827558	-2.134289
-9.629201	-2.089121
-9.435266	-2.058483
-9.228382	-2.046797
-9.025919	-2.008262
-8.827562	-1.949829
-8.623521	-1.920771
-8.432428	-1.884448
-8.227123	-1.852546
-8.028134	-1.841491
-7.826935	-1.813064
-7.621314	-1.727152
-7.428958	-1.702199
-7.229970	-1.673773
-7.025296	-1.649452
-6.826308	-1.637449
-6.624477	-1.592914
-6.428015	-1.532270
-6.223658	-1.502895
-6.024037	-1.459623
-5.828523	-1.461518
-5.627956	-1.443199
-5.426125	-1.380344
-5.227136	-1.339598
-5.022462	-1.266636
-4.823790	-1.247369
-4.625117	-1.246421
-4.426445	-1.204728
-4.226825	-1.146611
-4.025941	-1.068595
-3.824426	-1.010794
-3.618489	-0.983314
-3.431819	-0.983946
-3.222092	-0.946359
-3.022787	-0.861710
-2.830116	-0.804541
-2.627653	-0.736948
-2.419189	-0.708521
-2.227466	-0.697150
-2.030688	-0.649456
-1.823172	-0.578389
-1.621657	-0.503531
-1.426774	-0.445730
-1.224627	-0.426147
-1.020269	-0.386349
-0.825703	-0.350342
-0.625767	-0.278011
-0.423936	-0.218315
-0.228738	-0.180096
-0.022169	-0.141246
0.178737	-0.100501
0.380279	-0.054702
0.572027	-0.012378
0.777359	0.025844
0.977636	0.063752
1.179493	0.094078
1.377560	0.140198
1.573099	0.180317
1.774640	0.184424
1.973022	0.210959
2.174247	0.213170
2.378315	0.245707
2.575750	0.261502
2.777607	0.267504
2.975041	0.265293
3.171528	0.253605
3.377808	0.265293
3.574295	0.288353
3.773309	0.287089
3.975165	0.303832
4.174180	0.279192
4.379827	0.275085
4.578209	0.285510
4.772169	0.299409
4.981923	0.309518
5.176199	0.318995
5.371422	0.301937
5.577070	0.300673
5.776084	0.307307
5.978257	0.330367
6.182957	0.329104
6.379128	0.329735
6.587618	0.321522
6.774628	0.306043
6.979644	0.326576
7.177711	0.336685
7.383042	0.341423
7.581109	0.336053
7.779807	0.317731
7.975030	0.327208
8.169621	0.330367
8.378112	0.330999
8.581864	0.355639
8.778035	0.334790
8.977681	0.336685
9.174168	0.337633
9.376341	0.339844
9.578514	0.363220
9.775632	0.352480
9.980017	0.343319
9.774685	0.340160
9.575987	0.342055
9.382975	0.343003
9.175748	0.346794
8.974838	0.346478
8.769506	0.329419
8.573019	0.329104
8.380639	0.341108
8.170569	0.315204
7.977241	0.335737
7.778227	0.334158
7.583636	0.326892
7.378620	0.334158
7.177711	0.323733
6.975538	0.324997
6.778735	0.332894
6.579721	0.323733
6.381655	0.323102
6.176323	0.315836
5.979204	0.314572
5.774820	0.305727
5.577070	0.305727
5.375213	0.305411
5.175251	0.303516
4.982239	0.303516
4.775959	0.292460
4.573155	0.282035
