# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 288.385563
flt:plate_Tlow_C 159.982143
flt:plate_Q_kW 0.784997
flt:plate_Tpeak_C 896.864133
flt:cool_Thigh_C 71.474062
flt:cool_Tlow_C 19.840577
flt:air_psig 80.000000
flt:water_gph 1.300000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.285000
flt:oxygen_scfh 10.019875
flt:fuel_scfh 4.898344
flt:flow_scfh 14.918219
flt:ratio_fto 0.488863

## End Configuration ##
#: Mon Jul 11 18:26:33 2016
8.376217	0.360061
-9.802921	-3.637756
-9.794077	-3.578060
-9.635835	-3.421712
-9.428949	-3.332325
-9.232172	-3.426450
-9.026551	-3.446664
-8.831985	-3.381914
-8.628890	-3.258415
-8.430218	-3.078378
-8.231861	-3.083747
-8.033188	-3.116280
-7.825672	-3.095118
-7.626368	-3.015523
-7.426747	-2.883180
-7.235024	-2.774526
-7.029087	-2.804216
-6.830414	-2.828853
-6.626056	-2.778000
-6.427068	-2.670609
-6.214814	-2.502259
-6.031302	-2.465936
-5.831050	-2.532581
-5.635221	-2.544268
-5.435600	-2.478886
-5.224926	-2.362335
-5.023094	-2.220201
-4.829160	-2.208514
-4.632382	-2.210409
-4.429288	-2.192722
-4.225877	-2.124181
-4.023099	-2.007631
-3.826953	-1.917928
-3.621964	-1.900556
-3.432135	-1.886974
-3.227461	-1.824751
-3.025630	-1.729679
-2.822536	-1.619761
-2.631128	-1.567330
-2.422980	-1.541114
-2.230624	-1.490893
-2.029741	-1.386977
-1.823803	-1.217994
-1.620077	-1.060067
-1.425195	-0.953940
-1.223996	-0.873081
-1.024691	-0.796013
-0.827914	-0.660511
-0.633979	-0.504795
-0.422673	-0.382243
-0.221157	-0.271062
-0.023117	-0.177569
0.178737	-0.080286
0.371118	0.002468
0.576134	0.082705
0.774832	0.141462
0.973214	0.181580
1.181705	0.224226
1.377875	0.240021
1.571519	0.229281
1.773376	0.240969
1.973022	0.243812
2.180249	0.251077
2.373577	0.269715
2.579225	0.283615
2.779502	0.280456
2.971882	0.274770
3.175951	0.274138
3.374017	0.270663
3.578401	0.300673
3.780574	0.309834
3.977061	0.308886
4.174180	0.313941
4.374457	0.300357
4.576630	0.295935
4.773433	0.296250
4.981291	0.307623
5.177778	0.329104
5.373317	0.324049
5.572331	0.314256
5.775452	0.317415
5.982363	0.309202
6.178850	0.320890
6.378812	0.334474
6.579089	0.323733
6.777472	0.309202
6.980276	0.327208
7.177079	0.339212
7.376409	0.345530
7.584268	0.359429
7.782966	0.326260
7.978505	0.312045
8.180362	0.326576
8.385062	0.362588
8.579654	0.377751
8.777719	0.367011
8.982420	0.339844
9.172904	0.323733
9.377604	0.321522
9.571880	0.355639
9.777212	0.373645
9.981280	0.375224
9.776896	0.351216
9.575355	0.374908
9.377289	0.337317
9.176064	0.349321
8.980524	0.357850
8.772981	0.343003
8.577442	0.333842
8.374005	0.311413
8.171833	0.334158
7.977873	0.363220
7.782966	0.351848
7.579845	0.336685
7.378304	0.303832
7.181185	0.301621
6.978065	0.328156
6.776840	0.351216
6.586987	0.353112
6.379444	0.317731
6.179798	0.299725
5.983311	0.314256
5.778295	0.320258
5.574227	0.334158
5.370474	0.323417
5.178726	0.305095
4.980976	0.292460
4.776591	0.300041
4.573471	0.319627
