# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 328.847917
flt:plate_Tlow_C 148.112644
flt:plate_Q_kW 1.104929
flt:plate_Tpeak_C 1162.798028
flt:cool_Thigh_C 63.786073
flt:cool_Tlow_C 19.086819
flt:air_psig 80.000000
flt:water_gph 4.000000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 14.043312
flt:fuel_scfh 7.101469
flt:flow_scfh 21.144781
flt:ratio_fto 0.505683

## End Configuration ##
#: Tue Jul 12 10:26:25 2016
8.372742	0.694910
-9.202166	-4.280520
-9.199007	-4.276414
-9.179424	-4.277362
-9.167106	-4.276414
-9.146576	-4.259042
-9.029078	-4.207874
-8.828194	-4.150072
-8.626995	-4.094798
-8.431480	-4.042682
-8.238178	-3.976036
-8.029082	-3.894546
-7.831357	-3.818425
-7.626368	-3.760624
-7.426116	-3.710719
-7.235024	-3.660182
-7.026560	-3.587535
-6.829782	-3.519311
-6.631742	-3.428976
-6.423277	-3.374649
-6.224605	-3.333588
-6.021511	-3.267259
-5.834840	-3.200929
-5.631114	-3.128599
-5.432442	-3.040475
-5.229979	-2.989623
-5.021199	-2.932769
-4.819684	-2.868966
-4.629539	-2.802321
-4.426445	-2.720830
-4.231247	-2.640287
-4.032890	-2.592593
-3.824110	-2.514577
-3.630176	-2.453617
-3.428660	-2.378760
-3.231251	-2.311483
-3.026578	-2.223359
-2.823799	-2.151029
-2.625126	-2.080277
-2.426770	-2.007947
-2.227150	-1.933721
-2.031004	-1.854441
-1.822856	-1.774846
-1.626710	-1.698093
-1.422984	-1.603653
-1.224627	-1.525953
-1.025955	-1.395505
-0.828230	-1.248632
-0.627662	-1.102392
-0.428674	-0.907825
-0.228422	-0.700625
-0.021537	-0.477631
0.183476	-0.269167
0.371749	-0.099238
0.576765	0.077967
0.768830	0.217277
0.976057	0.326892
1.174755	0.400496
1.378191	0.433665
1.573099	0.462411
1.773692	0.488315
1.973970	0.481049
2.176458	0.500951
2.369786	0.523063
2.584911	0.538858
2.781713	0.567288
2.970935	0.583715
3.176898	0.562234
3.374333	0.569816
3.579349	0.583083
3.776783	0.596351
3.976113	0.629204
4.177970	0.644367
4.375721	0.616568
4.572207	0.614989
4.772801	0.622254
4.980976	0.653844
5.173672	0.689856
5.371422	0.695226
5.578333	0.644999
5.775136	0.635522
5.978257	0.642472
6.176955	0.709757
6.381971	0.739767
6.582248	0.735345
6.772101	0.702492
6.976801	0.654160
7.177079	0.669007
7.376725	0.738504
7.576370	0.764723
7.780755	0.761880
7.976294	0.728395
8.172149	0.669323
8.379060	0.702492
8.576810	0.774832
8.780878	0.789047
8.980208	0.771357
9.176379	0.740083
9.378868	0.676588
9.575039	0.719234
9.778476	0.804210
9.980965	0.819057
9.775632	0.793785
9.579145	0.760616
9.372550	0.689224
9.179854	0.712916
8.979576	0.767566
8.777404	0.779886
8.578074	0.768514
8.377165	0.717023
8.174044	0.687329
7.978821	0.713548
7.779807	0.744822
7.581109	0.756510
7.372302	0.735661
7.178974	0.689224
6.967956	0.674693
6.775892	0.679747
6.574667	0.712600
6.374074	0.729659
6.178850	0.705019
5.977309	0.669007
5.776084	0.666795
5.577070	0.656055
5.375213	0.656371
5.173672	0.678484
4.980344	0.660793
4.775328	0.635522
4.573155	0.642472
