# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 5
flt:plate_Thigh_C 539.641261
flt:plate_Tlow_C 338.098014
flt:plate_Q_kW 1.232139
flt:plate_Tpeak_C 1471.115199
flt:cool_Thigh_C 77.616242
flt:cool_Tlow_C 19.610574
flt:air_psig 70.000000
flt:water_gph 1.400000
flt:cool_Q_kW 0.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 12.890969
flt:fuel_scfh 7.195219
flt:flow_scfh 20.086188
flt:ratio_fto 0.558160

## End Configuration ##
#: Thu Jul 14 12:02:54 2016
8.581233	1.008278
-9.389467	-4.087217
-9.392942	-4.080268
-9.379360	-4.067002
-9.351881	-4.055000
-9.227750	-4.024994
-9.030657	-3.970667
-8.825983	-3.922025
-8.626047	-3.856328
-8.430218	-3.795052
-8.217963	-3.731565
-8.033504	-3.687030
-7.826935	-3.629544
-7.633000	-3.569532
-7.427379	-3.494042
-7.228075	-3.424238
-7.029718	-3.375281
-6.825360	-3.313374
-6.626056	-3.261889
-6.430858	-3.205351
-6.228079	-3.135863
-6.023406	-3.056268
-5.830734	-2.995308
-5.626060	-2.923609
-5.426756	-2.867703
-5.226189	-2.800742
-5.022462	-2.729358
-4.824106	-2.662713
-4.628592	-2.607123
-4.425813	-2.560061
-4.228088	-2.492152
-4.025626	-2.428981
-3.816214	-2.371179
-3.624174	-2.285267
-3.430556	-2.228413
-3.230936	-2.166506
-3.024051	-2.099860
-2.824747	-2.030056
-2.623863	-1.961516
-2.419821	-1.864865
-2.226202	-1.816223
-2.027530	-1.747998
-1.822224	-1.666824
-1.629237	-1.610602
-1.426774	-1.531638
-1.219574	-1.447937
-1.026902	-1.378133
-0.824755	-1.304854
-0.624188	-1.208203
-0.431517	-1.090389
-0.222105	-0.932462
-0.015852	-0.741370
0.175263	-0.565755
0.375224	-0.394246
0.577397	-0.201574
0.772620	-0.024064
0.976689	0.137355
1.174439	0.264661
1.377875	0.385965
1.575942	0.465886
1.770849	0.540753
1.976181	0.558128
2.180249	0.572975
2.376736	0.604564
2.580173	0.629836
2.777607	0.662057
2.973146	0.695542
3.177214	0.682274
3.381914	0.679115
3.583771	0.720498
3.777731	0.723341
3.979588	0.773252
4.175127	0.778622
4.377616	0.780202
4.568417	0.788099
4.774064	0.803262
4.981607	0.797260
5.177463	0.834536
5.379635	0.841801
5.577386	0.819057
5.777347	0.857280
5.978572	0.856648
6.180746	0.848435
6.382918	0.878129
6.583827	0.875918
6.773365	0.884131
6.973958	0.914141
7.181501	0.908455
7.377672	0.900558
7.580161	0.945731
7.782018	0.957103
7.978505	0.966580
8.174992	1.005751
8.380323	0.967844
8.581549	0.952681
8.777404	0.967212
8.978945	0.979216
9.175116	0.996274
9.381080	1.008594
9.578830	0.983006
9.775632	0.957419
9.984439	0.972898
9.779107	0.985218
9.573460	1.002276
9.376341	0.992799
9.174484	0.963105
8.978312	0.937833
8.777088	0.952049
8.580916	0.978584
8.375585	1.010805
8.180362	0.992167
7.975346	0.937202
7.782966	0.910667
7.583320	0.917300
7.379568	0.955840
7.178974	0.956471
6.975222	0.940045
6.773681	0.886974
6.581932	0.831377
6.377548	0.843381
6.182009	0.900558
5.978257	0.891397
5.777663	0.862335
5.576754	0.817477
5.367315	0.777359
5.178410	0.793785
4.982871	0.841170
4.772485	0.825059
4.575050	0.792838
